n,mae_ug_m3,rmse_ug_m3,bias_ug_m3,correlation,r2,split,forecast_hour,model,station_code,skill_vs_persistence_pct
228,4.081765930745629,5.8725971248952895,-0.2989739951700373,0.6277747537797758,0.39197219489511814,test,3,champion,BATAM2,29.01276642181515
226,6.949554015966558,9.196328328596765,0.9456136993151751,0.7955469302394859,0.6276164896712155,test,3,champion,BENGKULU,64.59504502584608
223,3.1127530839745767,4.277120846003854,-0.10188589419846752,0.726042321825637,0.5224970724516027,test,3,champion,INDRAPURI2,5.2104413865450505
236,7.814306027215501,14.4921155722467,-2.6894464524076622,0.6612091436785492,0.41705869039963794,test,3,champion,JAMBI3,38.10658402393413
224,5.354986205624718,9.523275644536835,0.28642812191729,0.8362318383950375,0.6946119320231829,test,3,champion,JAMBI4,48.243143335349636
239,8.09508017230105,10.724825144780477,-0.76010533210535,0.8314270242263563,0.6880525833011095,test,3,champion,KEMAYORAN3,41.80580637731002
211,2.270325693730575,2.8449074247223187,0.3709297595353788,0.7851576636579222,0.6077763320189121,test,3,champion,KOTABARU,61.658498369045034
207,3.4775970923879194,6.043313474562108,-0.5862259603174783,0.7077266938905479,0.4905091102050543,test,3,champion,KOTOTABANG2,15.519000337483957
228,7.345867401363087,10.212226889368711,-0.700389316486222,0.7301906528156376,0.5289372789313109,test,3,champion,MALANG,15.899685286930254
238,3.478309526854122,4.332874279970587,0.36682264585042773,0.6021264703774916,0.253702562401238,test,3,champion,MAROS,58.54178348401037
234,10.267026945919238,14.162214882485094,-3.5433686018708115,0.5264921847830226,0.22478288994240858,test,3,champion,MEDAN2,37.08138735216055
237,8.086046771640197,12.7910022856798,-1.6071366549616748,0.7095924662820776,0.47178879469987367,test,3,champion,MLATI,58.07497079679005
210,18.387849177980808,64.47689498550767,-15.162231254521492,0.794964938523863,0.26610984979810604,test,3,champion,PALANGKARAYA2,6.5748493328179
229,7.649540166684247,11.032118035362272,0.6092162338111194,0.703039986820976,0.4488689737691073,test,3,champion,PALEMBANG3,50.65090857901533
236,6.050877915774773,9.057515295286903,2.381765107454952,0.8238361153781804,0.5580524180051862,test,3,champion,PALEMBANG4,62.79681148075119
76,2.8532086369897005,3.587478533745839,-0.2192911012606734,0.8661089467792646,0.7067751482117341,test,3,champion,PALU,20.131176275794736
224,3.2525497064043134,5.0482945712809535,-0.4625111133116696,0.729692547407409,0.5184643289318143,test,3,champion,PANGKALANBUN2,68.58252978721147
